110.092878;20
110.174417;20
110.037088;20
110.37612;20
110.807419;20
111.315966;20
111.955404;20
113.736391;20
115.854263;20
115.929365;20
115.714788;20
109.18951;20
109.768867;20
110.466242;20
109.70664;20
106.869936;19
107.140303;19
107.691765;19
107.698202;19
109.07793;19
109.365463;19
110.230207;19
112.43391;19
112.989664;19
113.054037;19
109.198093;19
107.054472;19
108.095169;19
106.848478;19
107.011557;19
105.043888;18
106.131792;18
105.563164;18
106.975079;18
107.702494;18
106.975079;18
108.805418;18
110.961914;18
110.590696;18
110.931873;18
108.820438;18
105.267048;18
105.917215;18
104.739189;18
102.696419;17
103.089094;17
102.591276;17
104.142666;17
104.704857;17
104.850769;17
107.372046;17
108.06942;17
107.494354;17
107.041597;17
103.213549;17
104.18129;17
104.168415;17
102.578402;17
100.235224;16
100.544214;16
100.750208;16
100.722313;16
101.913214;16
101.788759;16
103.850842;16
105.391502;16
105.297089;16
105.039597;16
99.906921;16
99.6387;16
102.014065;16
100.346804;16
98.083019;15
98.095894;15
98.314762;15
99.057198;15
99.548578;15
100.962639;15
102.453947;15
102.365971;15
102.271557;15
101.786613;15
97.377062;15
98.992825;15
98.289013;15
95.932961;14
95.969439;14
95.932961;14
96.874952;14
96.720457;14
100.012064;14
100.222349;14
99.909067;14
99.919796;14
94.960928;14
95.829964;14
96.407175;14
95.763445;14
92.810869;13
94.023228;13
94.18416;13
95.941544;13
95.714092;13
97.385645;13
96.735477;13
97.553015;13
94.094038;13
93.973875;13
94.763517;13
93.300104;13
93.09411;13
90.808868;12
91.244459;12
90.763807;12
93.701363;12
93.900919;12
94.81287;12
94.398737;12
94.561815;12
90.86895;12
91.817379;12
92.340946;12
91.467619;12
88.781118;11
89.113712;11
89.823961;11
90.066433;11
91.519117;11
92.038393;11
91.755152;11
90.11364;11
88.083744;11
89.851856;11
89.087963;11
88.999987;11
86.227655;10
85.959435;10
86.766243;10
88.469982;10
89.047194;10
89.109421;10
89.081526;10
88.736057;10
85.860729;10
87.113857;10
87.912083;10
86.480856;10
84.105492;9
84.180593;9
84.144115;9
85.680485;9
86.620331;9
86.899281;9
86.35211;9
85.489511;9
83.684921;9
85.242748;9
84.588289;9
81.839561;8
81.341743;8
81.998348;8
83.410263;8
83.813667;8
85.07967;8
83.519697;8
83.221436;8
81.212997;8
82.976818;8
82.579851;8
79.406261;7
79.138041;7
80.663681;7
81.434011;7
81.363201;7
81.42972;7
80.89757;7
79.01144;7
80.15728;7
80.743074;7
80.00493;7
77.387094;6
77.736855;6
77.94714;6
78.25613;6
78.444958;6
78.77326;6
77.43001;6
77.535152;6
77.608109;6
77.041626;6
75.410843;5
76.037407;5
76.361418;5
74.895859;5
74.048281;5
76.043844;5
75.400114;5
75.621128;5
76.518059;5
74.988127;5
