109.640121;20
110.080004;20
109.835386;20
109.665871;20
111.762285;20
111.341715;20
112.528324;20
115.279198;20
115.483046;20
115.890741;20
115.500212;20
109.972715;20
109.663725;20
110.401869;20
109.298944;20
109.695911;20
110.067129;20
109.942675;20
111.088514;20
111.240864;20
112.051964;20
114.169836;20
115.487337;20
115.455151;20
116.268396;20
110.356808;20
110.243082;20
109.331131;20
109.612226;20
110.122919;20
109.957695;20
110.067129;20
111.715078;20
111.794472;20
112.646341;20
115.234137;20
115.31353;20
115.455151;20
110.569239;20
109.545708;20
109.060764;20
109.573603;20
109.882593;20
110.080004;20
110.148668;20
111.185074;20
110.90827;20
113.946676;20
114.925146;20
114.865065;20
114.968061;20
111.268759;20
110.120773;20
110.275269;20
109.687328;20
110.356808;20
109.674454;20
109.901905;20
111.906052;20
112.652779;20
113.487482;20
114.442348;20
114.247084;20
114.030361;20
109.569311;20
109.895468;20
109.659433;20
109.281778;20
109.831095;20
110.058546;20
111.654997;20
110.976934;20
113.126993;20
113.839388;20
113.63554;20
113.976717;20
109.601498;20
109.633684;20
109.730244;20
109.268904;20
110.131502;20
110.02636;20
111.414671;20
112.131357;20
113.843679;20
113.659143;20
113.609791;20
109.766722;20
110.625029;20
109.541416;20
109.743118;20
109.225988;20
109.76243;20
109.931946;20
112.056255;20
111.880302;20
113.912344;20
113.504648;20
113.184929;20
110.062838;20
110.183001;20
109.543562;20
110.292435;20
109.9298;20
109.537125;20
111.685038;20
112.395287;20
113.504648;20
113.15918;20
113.041162;20
109.193802;20
110.324621;20
109.517813;20
109.640121;20
110.039234;20
109.526396;20
110.627174;20
112.725735;20
112.76865;20
112.762213;20
110.635757;20
109.730244;20
109.056473;20
109.730244;20
109.899759;20
109.880447;20
110.642195;20
111.736536;20
112.54549;20
112.29229;20
110.594988;20
109.856844;20
109.541416;20
109.438419;20
109.779596;20
109.893322;20
111.453295;20
111.796618;20
111.811638;20
111.526251;20
109.884739;20
110.474825;20
109.575748;20
109.665871;20
109.161615;20
109.680891;20
110.303164;20
111.530542;20
111.466169;20
111.882448;20
111.796618;20
109.195948;20
109.440565;20
109.612226;20
109.69162;20
109.880447;20
110.616446;20
110.728025;20
110.931873;20
110.961914;20
110.221624;20
110.030651;20
110.183001;20
109.507084;20
109.919071;20
110.049963;20
110.8675;20
110.500574;20
110.183001;20
109.773159;20
110.037088;20
109.755993;20
109.599352;20
109.88903;20
110.275269;20
110.234499;20
110.170126;20
110.382557;20
109.670162;20
110.483408;20
109.206676;20
